Uen,Regional,Canal Comercial,Marquilla,Código Producto,Producto,min_Anio,min_Mes
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ASEPSIA,10254400,PINTURA ACRILICA ALTA ASEPSIA 27580 BLANCO 1 GL,2022,8
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ASEPSIA,10254401,PINTURA ACRILICA ALTA ASEPSIA 27580 BLAN CANECA 5 GL,2022,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ASEPSIA,10389170,PINTURA ACRILICA ALTA ASEPSIA BASE PASTEL 27581 1 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ASEPSIA,10389171,PINTURA ACRILICA ALTA ASEPSIA BASE PASTEL 27581 5 GL,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CANCHAS,10016216,PINTURA PARA CANCHAS ANTIDESLIZANTE 127590 BLAN CANECA 5 GL,2023,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CANCHAS,10221405,PINTURA PARA CANCHAS ANTIDESLIZANTE 1876 BASE ACCENT 1 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CANCHAS,10221406,PINTURA PARA CANCHAS ANTIDESLIZANTE 1876 BASE ACCENT CANECA 5 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CANCHAS,11022256,PINTURA PARA CANCHAS ANTIDESLIZANTE 127590 BLANCO 1 GL,2023,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUCLEANER,10249626,CONSTRUCLEANER LIMPIADOR DESENGRASANTE 3100 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUMASTIC,10013319,JOINT COMPOUND BLANCO 17066 1 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUMASTIC,10016022,JOINT COMPOUND BLANCO 17066 CANECA 28 KG,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUMASTIC,10200123,CONSTRUMASTIC INTERIOR 17069 CANECA 27 KG,2022,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUMASTIC,10200124,CONSTRUMASTIC INTERIOR 17069 GALON 5 KG,2022,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,CONSTRUMASTIC,20011091,ULTRA MASTIC PROFESIONAL JOINT COMPOUND 17068 CANECA 30 KILOS,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESGRAFIADO,10016331,ESGRAFIADO PREMIUM 30401 BLANCO CANECA 4 GL 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESGRAFIADO,10016344,ESGRAFIADO PREMIUM 30497 BASE NEUTRA CANECA,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESGRAFIADO,10219936,ESGRAFIADO PREMIUM SISTEMA COLOR 149TX-3P CANECA 4 GL 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESGRAFIADO,10381816,ESGRAFIADO PREMIUM SHOJI WHITE CANECA 4 GL 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10016159,ESTUCO ACRILICO EXTERIOR BLANCO 27060 CANECA 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10104654,ESTUCO ACRILICO EXTERIOR BLANCO 27060 GALON 6 KG,2023,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10200121,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 CANECA 30 KG,2023,6
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10200122,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 GALON 6 KG,2023,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10355471,ESTUCOFLEX BLANCO 37060 CANECA 28 KG,2022,2
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCO PROFESIONAL,10392451,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 BOLSA 300 GR,2023,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,ESTUCOMASTIC,10359541,ESTUCOMASTIC BLANCO 18070 CANECA 27 KG,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,GRANIACRYL,10016346,GRANIACRYL PREMIUM 30601 BLANCO CANECA 4 GL 30 KG,2023,6
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,GRANIACRYL,10214847,GRANIACRYL PREMIUM SISTEMA COLOR 171TX-7D CANECA 4 GL 30 KG,2023,6
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,GRANIACRYL,10215101,GRANIACRYL PREMIUM SISTEMA COLOR 172TX-7D CANECA 4 GL 30 KG,2023,6
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,IMPRIMANTE,10255631,PINTUTRAFICO IMPRIMANTE ACRILICO BASE SOLVENTE NEGRO 13759 1 GL,2023,4
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,IMPRIMANTE,10255632,PINTUTRAFICO IMPRIMANTE ACRILICO BASE SOLVENTE NEGRO 13759 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,KORAZA DOBLE VIDA,10016235,KORAZA DOBLE VIDA 2700 BLANCO CANECA 5 GL,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,KORAZA DOBLE VIDA,10016776,KORAZA DOBLE VIDA 2706 GRIS BASALTO CANECA 5 GL,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,KORAZA DOBLE VIDA,10400091,KORAZA DOBLE VIDA 27062 SEPIA CANECA 5 GL,2022,5
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,MICROESFERAS,20001244,MICROESFERAS REFLECTIVAS DROP ON ESTANDAR 13716 1/4 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,MICROESFERAS,20009381,MICROESFERA REFLECTIVA TIPO I PINTUCO - SACO 25 K,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,MICROESFERAS,20012794,MICROESFERAS SWARCOFLEX TIPO I - SACO 25 K,2022,7
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,MULTIPROPOSITO,10012970,PINTUTRAFICO MULTIPROPOSITO BASE SOLVENTE AMARILLO 659 1 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,MULTIPROPOSITO,10012971,PINTUTRAFICO MULTIPROPOSITO BASE SOLVENTE BLANCO 653 1 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUCO FILL,10384462,PINTUCO FILL 12 RAPIDO SECADO 27505 GRIS 20 KILOS,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUCO SELLADOR ACRILICO,10339018,PINTUCO SELLADOR ACRILICO BLANCO 3118 CARTUCHO 300 ML,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUCO SILICONA N,10339021,PINTUCO SILICONA NEUTRA TRANSPARENTE 3110 CARTUCHO 300 ML,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUCO SILICONA TRANSPARENTE,10339009,PINTUCO SILICONA TRANSPARENTE 3119 CARTUCHO 280 ML,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUCO SILICONA ULTRA,10339010,PINTUCO SILICONA ULTRA ANTIHONGOS TRANSPARENTE 3108 CARTUCHO 300 ML,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, AGUA",10015689,PINTUTRAFICO ACRILICO BASE AGUA BLANCO 13726 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, AGUA",10015690,PINTUTRAFICO ACRILICO BASE AGUA AMARILLO 13727 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, AGUA",10383569,PINTUTRAFICO ACRILICO BASE AGUA AMARILLO 13727 CAN 5 GL - EXPOR,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, AGUA",10383570,PINTUTRAFICO ACRILICO BASE AGUA BLANCO 13726 CAN 5 GL - EXPOR,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, AGUA",20002876,PINTUTRAFICO ACRILICO BASE AGUA BLANCO CAN 5 GL - EXPOR,2023,8
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, SOLVENTE",10010372,PINTUTRAFICO ACRILICO BS PREMIUM NEGRO 13739 CANECA 5 GL,2023,9
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, SOLVENTE",10017277,PINTUTRAFICO ACRILICO BS PREMIUM BLANCO 13722 TAMBOR 50 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,"PINTUTRAFICO B, SOLVENTE",10017278,PINTUTRAFICO ACRILICO BS PREMIUM AMARILLO 13723 TAMBOR 50 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO BS PREMIUM,10015687,PINTUTRAFICO ACRILICO BS PREMIUM BLANCO 13722 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO BS PREMIUM,10015688,PINTUTRAFICO ACRILICO BS PREMIUM AMARILLO 13723 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO BS PREMIUM,20011419,"PROTECTO PINTURA PARA TRAFICO AMARILLO 1 GL (3,785L)",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO BS PREMIUM,20011420,"PROTECTO PINTURA PARA TRAFICO BLANCO 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO HIGH PERFORMANCE,10359111,PINTUTRAFICO ACRILICO BASE AGUA BLANCA HIGH PERFORMANCE CANECA 5 GL,2022,5
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PINTUTRAFICO MODIFICADO,10282685,PINTUTRAFICO ACRILICO BASE SOLVENTE NEGRO 13756 1 GL,2023,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PISCINAS,10294381,"PROTECTO PISCINAS AZUL 691 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PISCINAS,10299018,"PROTECTO PISCINAS AZUL 691 1/4 GL (0,946L)",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PISCINAS,10299620,"PINTURA PARA PISCINAS 420037 AZUL 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10010327,CATALIZADOR PARA PLASTICO EN FRIO LLANA Y SPRAY 13761- SOB 80 GR,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10012974,"PINTUTRAFICO PLASTICO FRIO LLANA COMP, A BLANCO 13760 1 GL",2023,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10063230,"PINTUTRAFICO PLASTICO FRIO LLANA COMP, A AMARILLO 13762 1 GL",2023,4
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10166665,"PINTUTRAFICO PLASTICO FRIO SPRAY 1-1 COMP, A BLANCO 13335A CANECA 4 GL",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10166666,"PINTUTRAFICO PLASTICO FRIO SPRAY 1-1 COMP, B BLANCO 13335B CANECA 4 GL",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10166667,"PINTUTRAFICO PLASTICO FRIO SPRAY 1-1 COMP,A AMARILLO 13336A 4 GL",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,PLASTICO EN FRIO,10166668,"PINTUTRAFICO PLASTICO FRIO SPRAY 1-1 COMP,B AMARILLO 13336B 4 GL",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,REVOQUE PLASTICO PROFESIONAL,10249633,REVOMASTIC REVOQUE PLASTICO BLANCO 17091 CANECA 30 KG,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SELLOMAX,10016804,SELLOMAX BLANCO 10272 CANECA 5 GL,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SILCOPLAST,10016364,SILCOPLAST PREMIUM 30807 BASE NEUTRA CANECA,2022,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SILCOPLAST,10016365,"SILCOPLAST PREMIUM 30810 BLANCO CANECA 4,1 GL 30 KG",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SILICONITE,10342270,SILICONITE 10 TRANSPARENTE 3104 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SISTEMA NITRO,10013196,LACA BRILLANTE INCOLORO 7400 1 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SISTEMA NITRO,10013197,LACA MATE INCOLORO 7402 1 GL,2023,8
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SISTEMA NITRO,10013213,SELLADOR ESPATULABLE INCOLORO 7204 1 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,SISTEMA NITRO,20017249,MADETEC COLODION 600 - 1000 SEGUNDOS INCOLORO 95-725 TAMBOR 50 GL,2022,10
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TACHAS,10171387,CATALIZADOR PARA PEGANTE DE TACHAS 13753-SOB 25 GRS,2023,8
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TELA DE REFUERZO,10351517,TELA DE REFUERZO PARA IMPERMEABILIZACION 2800 50 METROS,2022,1
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10299923,"PINTURA PARA TRAFICO AMARILLO 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10299925,"PINTURA PARA TRAFICO BLANCA 1 GL (3,785L)",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10306218,"PROTECTO PINTURA PARA PARQUEO AMARILLO 1 GL (3,785L)",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10306220,"PROTECTO PINTURA PARA PARQUEO AZUL 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10306222,"PROTECTO PINTURA PARA PARQUEO BLANCO 1 GL (3,785L)",2023,11
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,TRAFFIC,10306224,"PROTECTO PINTURA PARA PARQUEO NEGRO 1 GL (3,785L)",2023,12
CONSTRUCCION,REGIONAL RIONEGRO,Exportaciones,VINILTEX PRO,10289235,VINILTEX PRO 650 CERO VOC BLANCO 1600 CANECA 5 GL,2022,5
CONSTRUCCION,REGIONAL RIONEGRO,General,AQUABLOCK ULTRA,10200125,AQUABLOCK ULTRA BLANCO 27070 1 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,AQUABLOCK ULTRA,10390673,AQUABLOCK ULTRA BLANCO 27070 1/4 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,AQUABLOCK ULTRA,10395798,AQUABLOCK ULTRA BLANCO 27070 CANECA 5 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,General,ASEPSIA,10254400,PINTURA ACRILICA ALTA ASEPSIA 27580 BLANCO 1 GL,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,General,ASEPSIA,10254401,PINTURA ACRILICA ALTA ASEPSIA 27580 BLAN CANECA 5 GL,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,DRYWALL,10359154,DRYWALL TIPO 2 BLANCO 3780 CANECA 5 GL,2022,12
CONSTRUCCION,REGIONAL RIONEGRO,General,ESGRAFIADO,10017463,ESGRAFIADO PREMIUM 30401 BLANCO TAMBOR 40 GL 300 KG,2023,4
CONSTRUCCION,REGIONAL RIONEGRO,General,ESGRAFIADO,10104698,ESGRAFIADO PREMIUM 30401 BLANCO GL 6 KG,2022,10
CONSTRUCCION,REGIONAL RIONEGRO,General,ESGRAFIADO,20010885,ESGRAFIADO PREMIUM NE-176P BLANCO ESTRELLA TAMBOR 40 GL 300 KG,2023,9
CONSTRUCCION,REGIONAL RIONEGRO,General,ESGRAFIADO ESTANDAR,10387756,ESGRAFIADO ESTANDAR 40401 BLANCO TX TAMBOR 40 GL 300 KG,2023,3
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO ANTIHUMEDADES,20003298,ANTIHUMEDAD ESTUCO ACRILICO 27020 CANECA 30 KILOS,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO ANTIHUMEDADES,20003299,ANTIHUMEDAD ESTUCO ACRILICO 27020 GALON 6 KILOS,2022,9
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO EN POLVO,20009216,ESTUCO PROFESIONAL EN POLVO 2 EN 1 18051 BOLSA 25 KILOS,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10012086,"ESTUCO ACRILICO INTERIOR/EXTERIOR BLANCO 17090 1,5 KG",2022,2
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10013318,ESTUCO PROFESIONAL INTERIOR BLANCO 17060 GALON 6 KG,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10016018,ESTUCO PROFESIONAL INTERIOR BLANCO 17060 CANECA 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10016159,ESTUCO ACRILICO EXTERIOR BLANCO 27060 CANECA 30 KG,2023,12
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10104654,ESTUCO ACRILICO EXTERIOR BLANCO 27060 GALON 6 KG,2023,11
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10200121,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 CANECA 30 KG,2023,1
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10355471,ESTUCOFLEX BLANCO 37060 CANECA 28 KG,2023,3
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10388384,ESTUCO PROFESIONAL INTERIOR 17060 BALDE 15 KG,2023,7
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10388385,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 BALDE 15 KG,2022,4
CONSTRUCCION,REGIONAL RIONEGRO,General,ESTUCO PROFESIONAL,10392451,ESTUCO ACRILICO INTERIOR/EXTERIOR 17090 BOLSA 300 GR,2023,11
