Uen,Regional,Canal Comercial,Marquilla,Código Producto,Producto,min_Anio,min_Mes
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10228893,LACA GRIS BRILLANTE AEROCOLOR AEROSOLES 125028-8016 400 CC,2022,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10228920,LACA NEGRO BRILLANTE AEROCOLOR AEROSOLES 125002-8016 400 CC,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10228976,LACA ROJO CLARO BRILLANTE AEROCOLOR AEROSOLES 125034-8016 400 CC,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10228980,LACA ROJO FUEGO BRILLANTE AEROCOLOR AEROSOLES 125029-8016 400 CC,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10229521,ALTAS TEMPERATURAS NEGRO AEROCOLOR 125130-8016 400 CC,2023,1
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10229522,ALTAS TEMPERATURAS NEGRO MATE AEROCOLOR 125358-8016 400 CC,2023,2
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283186,LACA BLANCO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283187,LACA TRANSPARENTE BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283188,LACA NEGRO MATE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283189,LACA VERDE CLARO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283190,LACA ALUMINIO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283192,LACA VERDE JADE BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283193,LACA GRIS BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283195,LACA BERMELLON BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283196,LACA BLANCO MATE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283198,LACA ROJO CLARO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283199,LACA CAOBA BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283200,LACA AMARILLO BRILLANTE AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283201,LACA CAFE CLARO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283202,LACA AZUL ESPANOL BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283203,LACA VINOTINTO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283205,LACA TRANSPARENTE MATE AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283206,LACA AMARILLO TAXI BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283209,LACA ROJO OSCURO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283210,LACA BEIGE MARFIL BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283215,LACA NEGRO SEMIBRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283216,LACA BLANCO SEMIBRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283224,PINTURA METALICA ORO 18 KILATES AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283227,PINTURA METALICA COBRE BRILLANTE AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283229,ALTAS TEMPERATURAS NEGRO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283230,ALTAS TEMPERATURAS ALUMINIO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283232,ALTAS TEMPERATURAS ROJO AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283234,ALTAS TEMPERATURAS NEGRO MATE AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283236,LACA ALUMINIO RINES BRILLANTE AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283237,LACA ALUMINIO RINES CLARO BRILLANTE AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283238,LACA ANOLOC CLARO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2022,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283239,LACA ANOLOC OSCURO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283244,LACA ANTICORROSIVA GRIS AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283245,LACA ANTICORROSIVA NEGRA AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283248,SELLADOR BASE ADHERENTE MADERA AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283250,LACA TRANSPARENTE COLOREADA CAOBA MADERA AEROCOLOR 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283251,LACA TRANSPARENTE COLOREADA MIEL MADERA AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283252,LACA TRANSPARENTE COLOREADA CARAMELO MADERA AEROCO 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283254,LACA TRANSPARENTE COLOREADA WENGUE MADERA AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283255,TINTE PARA MADERA CARAMELO AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283256,TINTE PARA MADERA CAOBA AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283257,TINTE PARA MADERA MIEL AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283258,TINTE PARA MADERA WENGUE AEROCOLOR AEROSOLES 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283260,LACA FLUORESCENTE NARANJA AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283261,LACA FLUORESCENTE ROJA AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283262,LACA FLUORESCENTE AURORA PINK AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283263,LACA FLUORESCENTE VERDE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283264,LACA FLUORESCENTE AMARILLO AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283265,ELECTROGASODOMESTICOS BLANCO AEROCOLOR 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283266,ELECTROGASODOMESTICOS BEIGE AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10283298,LACA NEGRO BRILLANTE AEROCOLOR AEROSOLES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392856,LACA RINES NEGRO BRILLANTE AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392857,LACA ANTICORROSIVA AEROCOLOR BLANCA 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392859,LACA FLUORESCENTE AEROCOLOR AMARILLO VIVO 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392860,LACA FLUORESCENTE AEROCOLOR MAGENTA FUSION 300 ML,2022,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392861,LACA FLUORESCENTE AEROCOLOR MORADO PURPLE 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392862,LACA FLUORESCENTE AEROCOLOR AZUL INTENSO 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392863,PINTURA METALICA AEROCOLOR ORO 24 KILATES 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392864,PINTURA METALICA AEROCOLOR BRONCE BRILLANTE 300 ML,2023,5
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10392865,PINTURA METALICA AEROCOLOR PLATA BRILLANTE NUEVO 300 ML,2023,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10395996,LACA AMARILLO OCRE AEROCOLOR 300 ML,2022,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10395998,LACA VIOLETA INTENSO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396002,LACA VERDE AMAZONAS AEROCOLOR 300 ML,2022,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396003,LACA TURQUESA AEROCOLOR 300 ML,2022,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396004,LACA AZUL CLARO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396005,LACA AZUL MARINO AEROCOLOR 300 ML,2023,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396006,LACA FLAMINGO AEROCOLOR 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396007,LACA ROJO CEREZA AEROCOLOR 300 ML,2022,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396008,LACA GRIS LUNAR AEROCOLOR 300 ML,2022,3
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396009,ELECTROGASODOMESTICOS GRIS TITANIO AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,10396010,ELECTROGASODOMESTICOS GRIS PLATINO AEROCOLOR 300 ML,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023321,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023330,AEROSOLES AEROCOLOR ANTICORROSIVA BLANCO MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023335,AEROSOLES AEROCOLOR MULTISUPERFICIE ROJO CLARO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023336,AEROSOLES AEROCOLOR ANTICORROSIVA GRIS MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023337,AEROSOLES AEROCOLOR MULTISUPERFICIE AZUL ESPANOL BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023338,AEROSOLES AEROCOLOR MULTISUPERFICIE TRANSPARENTE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023339,AEROSOLES AEROCOLOR ANTICORROSIVA NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023342,AEROSOLES AEROCOLOR MULTISUPERFICIE ALUMINIO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023344,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023347,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023349,AEROSOLES AEROCOLOR MULTISUPERFICIE GRIS BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023351,AEROSOLES AEROCOLOR MULTISUPERFICIE CAOBA BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023352,AEROSOLES AEROCOLOR MULTISUPERFICIE VERDE JADE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023353,AEROSOLES AEROCOLOR MULTISUPERFICIE AMARILLO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023355,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO SEMIBRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023357,AEROSOLES AEROCOLOR MULTISUPERFICIE BERMELLON BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023361,AEROSOLES AEROCOLOR FLUORESCENTE NARANJA BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023374,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS NEGRO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023375,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023376,AEROSOLES AEROCOLOR METALIZADA ORO 18 KILATES BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023377,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023378,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS ALUMINIO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AEROCOLOR,20023381,AEROSOLES AEROCOLOR METALIZADA ORO 24 KILATES BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AJUSTADOR,10015599,AJUSTADOR VARSOL 21132 CANECA 5 GALONES,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AJUSTADOR,10128251,AJUSTADOR VARSOL 21132 GALON,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AJUSTADOR,10128252,AJUSTADOR VARSOL 21132 1/4 GALON,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,10011394,ESMALTE ALTO BRILLO ANOLOC PLATEADO 26050 1 GL,2022,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,10014550,ESMALTE ALTO BRILLO ALUMINIO TERPEL 26015 1 GL,2022,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,10014572,ESMALTE ALTO BRILLO NEGRO 26109 1 GL,2022,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,10014579,ESMALTE ALTO BRILLO BLANCO 26232 1 GL,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,10014580,ESMALTE ALTO BRILLO DORADO 26250 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,20017917,ESMALTE ALTO BRILLO GRIS CLARO 22064 1GL,2022,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ALTO BRILLO,20017950,ESMALTE ALTO BRILLO ALUMINIO 26015 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVA ALQUIDICA,10014605,ANTICORROSIVO ICO BLANCO 4041100 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVA ALQUIDICA,10014607,ANTICORROSIVO ICO GRIS 4041308 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVA ALQUIDICA,10014608,ANTICORROSIVO ICO NEGRO MATE 4041453 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVA ALQUIDICA,10014609,ANTICORROSIVO ICO ROJO 4041506 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVO TERINSA,10014266,ANTICORROSIVO TERINSA GRIS 05064 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVO TERINSA,10014272,ANTICORROSIVO TERINSA BLANCO 05232 1 GL,2023,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVO TERINSA,10352081,ANTICORROSIVO TERINSA GRIS 05064 CUARTO,2023,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,ANTICORROSIVO TERINSA,20003216,ANTICORROSIVO TERINSA BLANCO 05232 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AQUABLOCK,10340498,AQUABLOCK BLANCO 1401 GALON,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AQUABLOCK,10340500,AQUABLOCK BLANCO 1401 CANECA 5 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AQUABLOCK,10340501,AQUABLOCK BASE PASTEL 1474 GALON,2023,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,AQUABLOCK,10341783,AQUABLOCK BLANCO 1401 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384638,"COLORANTE BAJO VOC NEGRO B/NGO 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384639,"COLORANTE BAJO VOC AMARILLO ORGANICO AXX/AOR 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384640,"COLORANTE BAJO VOC AMARILLO MEDIO T/AME 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384641,"COLORANTE BAJO VOC CAOBA I/CAB 1/4 GL (0,946L)",2023,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384642,"COLORANTE BAJO VOC AMBAR L/AMB 1/4 GL (0,946L)",2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384643,"COLORANTE BAJO VOC ROJO ORGANICO R/ROR 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384644,"COLORANTE BAJO VOC MAGENTA V/MGT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384645,"COLORANTE BAJO VOC BLANCO KX/BNO 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384646,"COLORANTE BAJO VOC AMARILLO OXIDO C/AOX 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384647,"COLORANTE BAJO VOC ROJO OXIDO F/ROX 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384648,"COLORANTE BAJO VOC VERDE FTALO D/VFT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CONCENTRADOS S-MATIZ,10384649,"COLORANTE BAJO VOC AZUL FTALO E/AFT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC ALUMINIO,10012969,CORROTEC ALUMINIO ECP100 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PINTOXIDO,10015084,CORROTEC PINTOXIDO INCOLORO 514 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10012444,CORROTEC PREMIUM NEGRO 200 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10012445,CORROTEC PREMIUM ROJO 310 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10012454,CORROTEC PREMIUM GRIS 507 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10014322,CORROTEC PREMIUM NEGRO 200 GALON,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10014324,CORROTEC PREMIUM ROJO 310 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10014333,CORROTEC PREMIUM GRIS 507 GALON,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10202616,CORROTEC PREMIUM BLANCO 10041 508 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10202617,CORROTEC PREMIUM BLANCO 10041 508 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC PREMIUM,10229836,CORROTEC PREMIUM GRIS 507-0108 PINTUCO 473CC,2022,3
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC WASH PRIMER,10012453,CORROTEC WASH PRIMER 509A PARTE A VERDE 1/4 GL,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC WASH PRIMER,10017677,CORROTEC WASH PRIMER 509B PARTE B 1/4 GL,2023,7
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC WASH PRIMER,10379409,CORROTEC WASH PRIMER 509A PARTE A VERDE 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,CORROTEC WASH PRIMER,10379410,CORROTEC WASH PRIMER 509B PARTE B 1 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012481,ESMALTE DOMESTICO BLANCO P-11 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012483,ESMALTE DOMESTICO AMARILLO P-18 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012485,ESMALTE DOMESTICO NARANJA P-21 1/4 GL,2023,10
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012486,ESMALTE DOMESTICO ROJO FIESTA P-30 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012488,ESMALTE DOMESTICO AZUL ESPANOL P-40 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012490,ESMALTE DOMESTICO VERDE ESMERALDA P-53 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012493,ESMALTE DOMESTICO CAOBA P-75 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012495,ESMALTE DOMESTICO GRIS HUMO P-85 1/4 GL,2023,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012496,ESMALTE DOMESTICO NEGRO P-95 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012498,ESMALTE DOMESTICO DORADO 112228 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012500,ESMALTE DOMESTICO AZUL VERANO P-50 1/4 GL,2023,9
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012501,ESMALTE DOMESTICO TABACO CLARO P-70 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012508,ESMALTE DOMESTICO VINO TINTO P-90 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012511,ESMALTE DOMESTICO ROJO PROFUNDO P 92 1/4 GL,2023,4
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012524,ESMALTE DOMESTICO MATE SUPERSINTETICO BLANCO 6W 1/4 GL,2023,11
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012525,ESMALTE DOMESTICO MATE SUPERSINTETICO NEGRO 290W 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10012565,ESMALTE DOMESTICO ALUMINIO ALUMINIO P-153 1/4 GL,2023,12
DECORATIVO,REGIONAL BARRANQUILLA,Mundial,DOMESTICO,10014378,ESMALTE DOMESTICO MARFIL P-5 GALON,2023,10
